"","soil.char.site_unique","soil.char.site_location_name","soil.char.site_location_visit_id","soil.char.upper_depth","soil.char.lower_depth","soil.char.horizon","soil.char.texture_grade","soil.char.texture_qualifier","soil.char.texture_modifier","soil.char.colour_when_moist","soil.char.colour_when_dry","soil.char.mottles_colour","soil.char.mottles_abundance","soil.char.mottles_size","soil.char.segregations_abundance","soil.char.segregations_size","soil.char.segregations_nature","soil.char.segregations_form","soil.char.comments","soil.char.collected_by","soil.char.smallest_size_1","soil.char.smallest_size_2","soil.char.effervescence","soil.char.ec","soil.char.ph","soil.char.pedality_grade","soil.char.pedality_fabric","soil.char.next_size_type_2","soil.char.next_size_type_1","soil.char.smallest_size_type_2","soil.char.smallest_size_type_1","soil.char.next_size_2","soil.char.next_size_1","soil.char.layer_barcode"
"2667","QDACYP0017-58602","QDACYP0017",58602,0,0.1,"A1","LS","NC","Z","10YR 3/2","10YR 4/4","n/a","0","n/a","0","n/a","n/a","n/a","1m pit- dug 65cm, auger remaining 35cm. grey/ brown soil into whie sand",31,"2",NA,"N",0.024,3.5,"S","NC","NC","PO","NC","PO",NA,"3","QDA054778"
"2668","QDACYP0018-58603","QDACYP0018",58603,0.05,0.3,"B1","LS","NC","K","2.5YR 5/8","2.5YR 6/8","n/a","0","n/a","0","n/a","n/a","n/a","Pit in NW corner",31,"1",NA,"N",0.017,5.87,"M","NC","NC","PO","NC","PO",NA,"2","QDA054811"
"2669","QDACYP0018-58603","QDACYP0018",58603,0.3,0.65,"B2","SL","-","K","12.5YR 6/8","10R 4/8","n/a","0","n/a","0","n/a","n/a","n/a","Pit in NW corner",31,"1",NA,"N",0.009,5.9,"W","NC","NC","PO","NC","PO",NA,"2","QDA054812"
"2670","QDACYP0018-58603","QDACYP0018",58603,0.65,1,"B2","SL","-","K","2.5YR 6/8","10R 4/8","n/a","0","n/a","0","n/a","n/a","n/a","Pit in NW corner",31,"1",NA,"N",0.008,6.32,"W","NC","NC","PO","NC","PO",NA,"2","QDA054813"
"2671","NSAMDD0031-58572","NSAMDD0031",58572,0.2,0.3,"B","CS","NC","NC","2.5YR 3/6","2.5YR 4/6","n/a","0","n/a","1","1","U","R",NA,31,"1",NA,"N",0.172,5.45,"S","NC","NC","PO","NC","PO",NA,"2","NSA054133"
"2672","QDACYP0019-58604","QDACYP0019",58604,0.04,0.09,"A2","S","NC","K","10YR 8/1",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Disturbance- Fire occurred at some stage.",31,NA,NA,"N",0.011,5.26,"G","NC","NC","NC","NC","NC",NA,NA,"QDA054842"
"2673","QDACYP0019-58604","QDACYP0019",58604,0.09,0.4,"A2","S","NC","K","10YR 7/2",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Disturbance- Fire occurred at some stage.",31,NA,NA,"N",0.01,5.03,"G","NC","NC","NC","NC","NC",NA,NA,"QDA054843"
"2674","QDACYP0019-58604","QDACYP0019",58604,0.4,0.74,"A2","S","NC","K","10YR 7/2",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Disturbance- Fire occurred at some stage.",31,NA,NA,"N",0.007,5.29,"G","NC","NC","NC","NC","NC",NA,NA,"QDA054844"
"2675","QDACYP0019-58604","QDACYP0019",58604,0,0.04,"A1","S","NC","K","10YR 4/1",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Disturbance- Fire occurred at some stage.",31,NA,NA,"N",0.048,4.79,"G","NC","NC","NC","NC","NC",NA,NA,"QDA054841"
"2676","QDACYP0021-58606","QDACYP0021",58606,0,0.08,"A1","LS","NC","Z","10YR 4/4","10YR 6/4","n/a","0","n/a","0","n/a","n/a","n/a","Pit in NW corner. 1m pit, orange soil, loamy sandy",31,"1",NA,"N",0.041,6.16,"S","NC","NC","PO","NC","PO",NA,"2","QDA054903"
"2677","QDACYP0021-58606","QDACYP0021",58606,0.08,0.17,"A2","LS","NC","NC","10YR 4/3","10YR 5/4","n/a","0","n/a","0","n/a","n/a","n/a","Pit in NW corner. 1m pit, orange soil, loamy sandy",31,"1",NA,"N",0.022,6.46,"M","NC","NC","PO","NC","PO",NA,"3","QDA054904"
"2678","QDACYP0021-58606","QDACYP0021",58606,0.3,0.4,"B1","CS","-","F","7.5YR 5/4","7.5YR 5/8","n/a","0","n/a","0","n/a","n/a","n/a","Pit in NW corner. 1m pit, orange soil, loamy sandy",31,"1",NA,"N",0.011,6.45,"M","NC","NC","PO","NC","PO",NA,"2","QDA054906"
"2679","QDACYP0021-58606","QDACYP0021",58606,0.4,0.7,"B2","CS","NC","F","7.5YR 6/4","7.5YR 5/8","n/a","0","n/a","0","n/a","n/a","n/a","Pit in NW corner. 1m pit, orange soil, loamy sandy",31,"1",NA,"N",0.01,6.12,"M","NC","NC","PL","NC","PO",NA,"3","QDA054907"
"2680","QDACYP0021-58606","QDACYP0021",58606,0.7,1,"B2","SL","NC","F","2.5YR 6/8","2.5YR 5/8","n/a","0","n/a","0","n/a","n/a","n/a","Pit in NW corner. 1m pit, orange soil, loamy sandy",31,"2",NA,"N",0.009,5.96,"M","NC","NC","PL","NC","PO",NA,"3","QDA054908"
"2681","QDACYP0021-58606","QDACYP0021",58606,0.17,0.3,"A3","LS","NC","NC","10YR 5/4","10YR 5/6","n/a","0","n/a","0","n/a","n/a","n/a","Pit in NW corner. 1m pit, orange soil, loamy sandy",31,"2",NA,"N",0.013,6.44,"M","NC","NC","PO","NC","PO",NA,"3","QDA054905"
"2682","QDACYP0022-58607","QDACYP0022",58607,0.1,0.35,"A3","S","NC","NC","5YR 7/3","5YR 8/1","n/a","0","n/a","0","n/a","n/a","n/a","Pit in NE corner. 1m pit, sandy white soil",31,NA,NA,"N",0.008,5.17,"G","NC","NC","NC","NC","NC",NA,NA,"QDA054937"
"2683","QDACYP0022-58607","QDACYP0022",58607,0.35,0.7,"B","S","NC","F","5YR 8/3","7.5YR 8.5/2","n/a","0","n/a","0","n/a","n/a","n/a","Pit in NE corner. 1m pit, sandy white soil",31,NA,NA,"N",0.006,5.24,"G","NC","NC","NC","NC","NC",NA,NA,"QDA054938"
"2684","QDACYP0022-58607","QDACYP0022",58607,0.7,1,"B","S","NC","F","5YR 8/3","7.5YR 8.5/2","n/a","0","n/a","0","n/a","n/a","n/a","Pit in NE corner. 1m pit, sandy white soil",31,NA,NA,"N",0.006,5.07,"G","NC","NC","NC","NC","NC",NA,NA,"QDA054939"
"2685","QDACYP0022-58607","QDACYP0022",58607,0,0.1,"A","S","NC","F","5YR 5/1","5YR 7/1","n/a","0","n/a","0","n/a","n/a","n/a","Pit in NE corner. 1m pit, sandy white soil",31,NA,NA,"N",0.022,5.16,"G","NC","NC","NC","NC","NC",NA,NA,"QDA054936"
"2686","NSAMDD0031-58572","NSAMDD0031",58572,0.3,0.4,"B","LS","NC","NC","2.5YR 3/4","2.5YR5/6","n/a","0","n/a","0","n/a","n/a","n/a",NA,31,"1",NA,"N",0.413,6.14,"M","NC","NC","SB","NC","SB",NA,"2","NSA054134"
"2687","NSAMDD0031-58572","NSAMDD0031",58572,0.4,0.5,"B","LS","NC","NC","2.5YR 3/6","2.5YR5/6","P","1","2","0","n/a","n/a","n/a",NA,31,"1",NA,"N",0.479,6.74,"M","NC","NC","SB","NC","SB",NA,"3","NSA054135"
"2688","NSAMDD0031-58572","NSAMDD0031",58572,0.5,0.55,"B3","LS","NC","NC","2.5YR 3/6","2.5YR5/6","P","2","3","0","n/a","n/a","n/a",NA,31,"1",NA,"N",0.457,6.91,"M","NC","NC","SB","NC","SB",NA,"3","NSA054136"
"2689","QDACYP0011-58596","QDACYP0011",58596,0,0.09,"A1","CL","NC","Z","10YR 3/2","10YR 5/3","n/a","0","n/a","0","n/a","n/a","n/a","hard clay. 1m pit, augered 70",31,"1",NA,"N",0.017,5.47,"S","NC","NC","PO","NC","PO",NA,"2","QDA054587"
"2690","QDACYP0023-58608","QDACYP0023",58608,0.05,0.15,"A2","L","NC","NC","7.5YR 4/2","7.5YR 3/4","n/a","0","n/a","0","n/a","n/a","n/a","Hard bauxite soil. Pit to 55cm, auger remaining 45cm.",31,"1",NA,"N",0.017,5.95,"M","NC","NC","PO","NC","PO",NA,"2","QDA054968"
"2691","QDACYP0023-58608","QDACYP0023",58608,0.15,0.3,"B","L","NC","NC","5YR 4/4","5YR 4/6","n/a","0","n/a","0","n/a","n/a","n/a","Hard bauxite soil. Pit to 55cm, auger remaining 45cm.",31,"2",NA,"N",0.009,5.98,"M","NC","NC","PO","NC","PO",NA,"2","QDA054969"
"2692","QDACYP0023-58608","QDACYP0023",58608,0.3,0.55,"B","L","NC","NC","2.5YR 5/6","2.5YR 5/8","n/a","0","n/a","0","n/a","n/a","n/a","Hard bauxite soil. Pit to 55cm, auger remaining 45cm.",31,NA,NA,"N",0.009,5.99,"G","NC","NC","NC","NC","NC",NA,NA,"QDA054970"
"2693","QDACYP0023-58608","QDACYP0023",58608,0.55,0.75,"B","L","NC","NC","2.5YR 5/6","2.5YR 5/8","n/a","0","n/a","0","n/a","n/a","n/a","Hard bauxite soil. Pit to 55cm, auger remaining 45cm.",31,NA,NA,"N",0.01,5.84,"G","NC","NC","NC","NC","NC",NA,NA,"QDA054971"
"2694","QDACYP0023-58608","QDACYP0023",58608,0.75,1,"B","L","NC","NC","2.5YR 5/6","2.5YR 5/8","n/a","0","n/a","0","n/a","n/a","n/a","Hard bauxite soil. Pit to 55cm, auger remaining 45cm.",31,NA,NA,"N",0.009,5.87,"G","NC","NC","NC","NC","NC",NA,NA,"QDA054972"
"2695","QDACYP0023-58608","QDACYP0023",58608,0,0.05,"A1","ZL","NC","NC","7.5YR 3/1","7.5YR 4/2","n/a","0","n/a","0","n/a","n/a","n/a","Hard bauxite soil. Pit to 55cm, auger remaining 45cm.",31,"1",NA,"N",0.045,5.88,"S","NC","NC","PO","NC","PO",NA,"2","QDA054967"
"2696","QDACYP0024-58609","QDACYP0024",58609,0.1,0.2,"B1","L","NC","NC","5YR 4/4","5YR 4/6","n/a","0","n/a","0","n/a","n/a","n/a","Pit to 50cm, auger remaining 50cm. Loamy orange surface",31,"1",NA,"N",0.024,6.05,"M","NC","NC","PL","NC","PO",NA,"2","QDA054993"
"2697","QDACYP0024-58609","QDACYP0024",58609,0.2,0.35,"B2","L","NC","NC","2.5YR 5/4","2.5YR 5/8","n/a","0","n/a","0","n/a","n/a","n/a","Pit to 50cm, auger remaining 50cm. Loamy orange surface",31,"1",NA,"N",0.028,6.2,"M","NC","NC","PL","NC","PL",NA,"2","QDA054994"
"2698","QDACYP0024-58609","QDACYP0024",58609,0.35,0.7,"B2","CL","NC","NC","10R 5/6","10R 5/8","n/a","0","n/a","0","n/a","n/a","n/a","Pit to 50cm, auger remaining 50cm. Loamy orange surface",31,"3",NA,"N",0.015,6.19,"M","NC","NC","PL","NC","PL",NA,"4","QDA054995"
"2699","QDACYP0024-58609","QDACYP0024",58609,0.7,1,"B2","CL","NC","NC","10R 4/6","10R 4/8","n/a","0","n/a","0","n/a","n/a","n/a","Pit to 50cm, auger remaining 50cm. Loamy orange surface",31,"3",NA,"N",0.011,6.14,"M","NC","NC","PL","NC","PL",NA,"4","QDA054996"
"2700","QDACYP0024-58609","QDACYP0024",58609,0,0.07,"A1","L","NC","K","10YR 3/1","10YR 3/3","n/a","0","n/a","0","n/a","n/a","n/a","Pit to 50cm, auger remaining 50cm. Loamy orange surface",31,"2",NA,"N",0.03,6.15,"S","NC","NC","PO","NC","PO",NA,"3","QDA054991"
"2701","QDACYP0024-58609","QDACYP0024",58609,0.07,0.1,"A2","L","NC","NC","7.5YR 4/2","7.5YR 4/3","n/a","0","n/a","0","n/a","n/a","n/a","Pit to 50cm, auger remaining 50cm. Loamy orange surface",31,"2",NA,"N",0.032,6.1,"M","NC","NC","PL","NC","PO",NA,"3","QDA054992"
"2702","NSAMDD0031-58572","NSAMDD0031",58572,0.1,0.2,"B","CS","NC","NC","2.5YR 2.5/4","2.5YR /6","n/a","0","n/a","1","1","U","R",NA,31,"1",NA,"N",0.044,5.39,"S","NC","NC","PO","NC","PO",NA,"2","NSA054132"
"2703","NSAMDD0031-58572","NSAMDD0031",58572,0,0.1,"A","CS","NC","NC","2.5YR 2.5/4","2.5YR 4/8","n/a","0","n/a","2","2","U","R",NA,31,"1",NA,"N",0.046,5.58,"S","NC","NC","PO","NC","PO",NA,"2","NSA054131"
"2704","NSAMDD0032-58573","NSAMDD0032",58573,0,0.1,"A","CS","NC","NC","2.5YR 3/3","2.5YR 4/6","n/a","0","n/a","0","n/a","n/a","n/a","Pit dug to 40cm with an ironstone layer at 20 - 30cm. Transitions to limestone at 45 cm. Augered to 65cm, where stopped due to soil falling from auger.",31,"1",NA,"N",0.06,6.84,"S","NC","NC","PO","NC","PO",NA,"2","NSA054164"
"2705","SATSTP0003-58638","SATSTP0003",58638,0,0.1,"NC","CL","NC","NC","7.5YR 4/3","7.5YR 6/4","NC","NC","NC","NC","NC","NC","NC","Soil Pit samples and Metagenomics collected. No soil subsite samples collected.",31,"1",NA,"H",0.124,7.62,"W","NC","NC","PO","NC","GR",NA,"2","SAA000716"
"2706","SATSTP0003-58638","SATSTP0003",58638,0.1,0.2,"NC","CL","NC","NC","7.5YR 5/3","7.5YR 6/4","NC","NC","NC","NC","NC","NC","NC","Soil Pit samples and Metagenomics collected. No soil subsite samples collected.",31,"1",NA,"H",0.114,7.81,"W","NC","NC","PO","NC","GR",NA,"2","SAA000717"
"2707","SATSTP0003-58638","SATSTP0003",58638,0.2,0.3,"NC","CL","NC","NC","7.5YR 5/3","7.5YR 6/4","NC","NC","NC","NC","NC","NC","NC","Soil Pit samples and Metagenomics collected. No soil subsite samples collected.",31,"1",NA,"H",0.505,7.67,"W","NC","NC","PO","NC","GR",NA,"2","SAA000718"
"2708","SATSTP0003-58638","SATSTP0003",58638,0.3,0.4,"NC","LC","NC","NC","7.5YR 6/4","7.5YR 7/4","NC","NC","NC","NC","NC","NC","NC","Soil Pit samples and Metagenomics collected. No soil subsite samples collected.",31,"1",NA,"H",0.283,7.9,"W","NC","NC","PO","NC","GR",NA,"2","SAA000719"
"2709","SATSTP0003-58638","SATSTP0003",58638,0.4,0.5,"NC","LC","NC","NC","7.5YR 6/4","7.5YR 7/4","NC","NC","NC","NC","NC","NC","NC","Soil Pit samples and Metagenomics collected. No soil subsite samples collected.",31,"1",NA,"H",0.849,7.7,"W","NC","NC","PO","NC","GR",NA,"2","SAA000720"
"2710","SATSTP0003-58638","SATSTP0003",58638,0.5,0.6,"NC","CL","NC","NC","7.5YR 6/4","7.5YR 7/4","NC","NC","NC","NC","NC","NC","NC","Soil Pit samples and Metagenomics collected. No soil subsite samples collected.",31,"1",NA,"M",0.705,8.1,"W","NC","NC","PO","NC","GR",NA,"2","SAA000721"
"2711","SATFLB0013-58664","SATFLB0013",58664,0,0.1,"A","L","NC","NC","5YR 5/2","7.5YR 5/3","n/a","0","n/a","0","n/a","n/a","n/a","pit to 45cm, augered to 95cm. loamy soil, distinct change of horizon at 30cm",31,"1",NA,"N",0.066,7.35,"M","NC","NC","PO","NC","GR",NA,"2","SAA000697"
"2712","SATFLB0013-58664","SATFLB0013",58664,0.1,0.25,"A","L","NC","NC","7.5YR 3/2","7.5YR 4/3","n/a","0","n/a","0","n/a","n/a","n/a","pit to 45cm, augered to 95cm. loamy soil, distinct change of horizon at 30cm",31,"1",NA,"N",0.05,6.05,"M","NC","NC","PO","NC","GR",NA,"2","SAA000698"
"2713","SATFLB0013-58664","SATFLB0013",58664,0.25,0.45,"A","L","NC","NC","7.5YR 3/2","5YR 6/4","n/a","0","n/a","0","n/a","n/a","n/a","pit to 45cm, augered to 95cm. loamy soil, distinct change of horizon at 30cm",31,"1",NA,"N",0.04,6.1,"M","NC","NC","PO","NC","GR",NA,"2","SAA000699"
"2714","SATFLB0013-58664","SATFLB0013",58664,0.45,0.55,"B","CL","NC","NC","2.5YR 5/8","5YR 6/6","n/a","0","n/a","0","n/a","n/a","n/a","pit to 45cm, augered to 95cm. loamy soil, distinct change of horizon at 30cm",31,"1",NA,"N",0.06,5.69,"M","NC","NC","PO","NC","GR",NA,"2","SAA000700"
"2715","SATFLB0013-58664","SATFLB0013",58664,0.55,0.65,"B","LC","NC","NC","10YR 4/8","2.5YR 6/4 ","n/a","0","n/a","0","n/a","n/a","n/a","pit to 45cm, augered to 95cm. loamy soil, distinct change of horizon at 30cm",31,"1",NA,"N",0.079,5.43,"M","NC","NC","PO","NC","GR",NA,"2","SAA000701"
"2716","SATFLB0013-58664","SATFLB0013",58664,0.65,0.75,"B","LC","NC","NC","10YR 4/8","2.5YR 6/6","n/a","0","n/a","0","n/a","n/a","n/a","pit to 45cm, augered to 95cm. loamy soil, distinct change of horizon at 30cm",31,"1",NA,"N",0.065,5.87,"M","NC","NC","PO","NC","GR",NA,"2","SAA000702"
"2717","SATFLB0013-58664","SATFLB0013",58664,0.75,0.85,"B","LC","NC","NC","10YR 4/7","2.5YR 6/6","n/a","0","n/a","0","n/a","n/a","n/a","pit to 45cm, augered to 95cm. loamy soil, distinct change of horizon at 30cm",31,"1",NA,"N",0.078,5.48,"M","NC","NC","PO","NC","GR",NA,"2","SAA000703"
"2718","SATFLB0013-58664","SATFLB0013",58664,0.85,0.95,"B","LC","NC","NC","10YR 4/8","2.5YR 6/8","n/a","0","n/a","0","n/a","n/a","n/a","pit to 45cm, augered to 95cm. loamy soil, distinct change of horizon at 30cm",31,"1",NA,"N",0.079,5.91,"M","NC","NC","PO","NC","GR",NA,"2","SAA000704"
"2719","NSABHC0014-53609","NSABHC0014",53609,0.5,0.6,NA,"NC","NC","NC",NA,NA,"NC","0","NC","NC","NC","NC","NC",NA,7,"11",NA,"NC",NA,NA,"NC","NC",NA,"NC",NA,"NC",NA,"11","NSA050447"
"2720","NSABHC0010-53605","NSABHC0010",53605,0,0.1,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC","Soil samples lodged at the TERN facility at The University of Adelaide, South Australia",7,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NSA 050311"
"2721","NSABHC0014-53609","NSABHC0014",53609,0.6,0.7,NA,"NC","NC","NC",NA,NA,"NC","0","NC","NC","NC","NC","NC",NA,7,"11",NA,"NC",NA,NA,"NC","NC",NA,"NC",NA,"NC",NA,"11","NSA050448"
"2722","SAAKAN0007-58878","SAAKAN0007",58878,0,0.1,"A1","S","NC","NC","10YR41","10YR52","n/a","0","n/a","0","n/a","n/a","n/a","Land unit mapped as FLCFZA- gently undulating plain (Flinders Chase land system) 1.4% of land system. Soil type does not match soil types (Soils of Southern South Australia, 2009). Pit in NW corner. SS6 not typical of pit. All bulk densities taken. Profile wet @60-70cm just above 2B horizon. Clay skins and few, distinct slickensides (K1D) present in 2B2 horizon. Soil dispersion of 2 recorded @75 and 85cm. Geology is Tp/fe. Permeability = 2. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA 052406, 10-20cm (9 subsites) SAA 052407, 20-30cm (9 subsites) SAA 052408.",45,NA,NA,"N",0.032,6.2,"V","NC","NC","NC","NC","NC",NA,NA,"SAA052179"
"2723","SAAKAN0003-58622","SAAKAN0003",58622,0,0.05,"A","SL","NC","F","7.5YR 2.5/2","5YR 4/4","n/a","0","n/a","NC","NC","NC","NC","Clay pan at bottom of pit",32,"1",NA,"N",0.032,5.17,"W","NC","NC","PO","NC","GR",NA,"2","SAA000813"
"2724","SAAKAN0003-58622","SAAKAN0003",58622,0.05,0.1,"A","SL","NC","F","7.5YR 3/4","7.5YR 4/6","n/a","0","n/a","NC","NC","NC","NC","Clay pan at bottom of pit",32,"1",NA,"N",0.023,5.61,"W","NC","NC","PO","NC","GR",NA,"2","SAA000814"
"2725","SAAKAN0003-58622","SAAKAN0003",58622,0.1,0.2,"A","SL","NC","F","7.5YR 3/4","7.5YR 4/6","n/a","0","n/a","NC","NC","NC","NC","Clay pan at bottom of pit",32,"1",NA,"N",0.025,5.39,"W","NC","NC","PO","NC","GR",NA,"2","SAA000815"
"2726","SAAKAN0003-58622","SAAKAN0003",58622,0.2,0.4,"A","SL","NC","NC","7.5YR 4/6","7.5YR 5/8","n/a","0","n/a","NC","NC","NC","NC","Clay pan at bottom of pit",32,"1",NA,"N",0.019,5.71,"W","NC","NC","PO","NC","GR",NA,"2","SAA000816"
"2727","SAAKAN0003-58622","SAAKAN0003",58622,0.4,0.5,"A","SL","NC","NC","5YR 3/8","5YR 5/6","n/a","0","n/a","NC","NC","NC","NC","Clay pan at bottom of pit",32,"1",NA,"N",0.024,5.51,"W","NC","NC","PO","NC","GR",NA,"2","SAA000817"
"2728","SAAKAN0003-58622","SAAKAN0003",58622,0.5,0.6,"B","MC","NC","NC","2.5YR 4/8","5YR 4/6","n/a","0","n/a","NC","NC","NC","NC","Clay pan at bottom of pit",32,"1",NA,"N",0.018,5.57,"W","NC","NC","PO","NC","GR",NA,"2","SAA000818"
"2729","SAAKAN0003-58622","SAAKAN0003",58622,0.6,0.65,"B","MC","NC","NC","2.5YR 4/8","5YR 4/6","n/a","0","n/a","NC","NC","NC","NC","Clay pan at bottom of pit",32,"1",NA,"N",0.04,5.6,"W","NC","NC","PO","NC","GR",NA,"2","SAA000819"
"2730","NSABHC0010-53605","NSABHC0010",53605,0.1,0.2,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC","Soil samples lodged at the TERN facility at The University of Adelaide, South Australia",7,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NSA 050312"
"2731","WAACOO0022-53453","WAACOO0022",53453,0.5,0.6,NA,"ZCL","NC","F",NA,"5YR76","P","4","4","NC","NC","K","NC","[NOTE ON FINE-EARTH/NON FINE EARTH PROPORTIONS. Percent clay is grossly indicative only, and not based on ribbon length. Percentages of components are relative in the order: “whole matrix = 100%” of which rock is given as a direct proportion; sand and silt are direct percentages of “whole matrix – proportion rock”; clay is then a direct pro-rata sub-component of the sand + silt fraction.]
PIT:
Apparently under mixed Eucalypt canopy ~15m due east of SW corner.  A 3cm lateral root present at 10cm depth with a dropper to the pit base+. A loose mudstone matrix to 20-30cm where calcic mottle begins. 
0-10cm  Surface with 70% tree litter to 2-3cm. Soil loose; termite galleries; most lateral and fine roots in this zone, very fine humus likely also present; reddish dark brown. 5YR7/6/(6/6); high silt (>fine sand) to 80-90% + clay >20(-35)%; polyhedral white 5YR8/4 mottles >35%; rocks subangular mixed + ironstone to 0.3-0.8 (mode 0.4)cm <5-10%;  
10-20cm Loose; termite galleries; scarce medium (<5mm) lateral and fine roots; overall redder dark brown. 5YR7/6/(6/6); high silt (>fine sand) to 80-90% + clay >20(-35)%; polyhedral white 5YR8/4 mottles >35%; rocks subangular mixed + ironstone to 0.3-0.8 (mode 0.4)cm <5-10%.  
20-30cm Somewhat hard-set; termite galleries; overall lighter/pallid brown. 5YR7/6/(6/6); high silt (>fine sand) to 80-90% + clay >20(-35)%; polyhedral white 5YR8/4 mottles >35%; rocks subangular mixed + ironstone to 0.3-0.8 (mode 0.4)cm <5-10%.  
30-40cm Hard-set; lighter/pallid brown (calcic mottles likely). 5YR7/6/(6/6); high silt (>fine sand) to 80-90% + clay >20(-35)%; polyhedral white 5YR8/4 mottles >35%; rocks subangular mixed + ironstone to 2cm <1-2%.  
40-50cm Hard-set, mottled, with a calcrete matrix at the 50cm base. 5YR7/6/(6/6); high silt (>fine sand) to 80-90% + clay >20(-35)%; polyhedral white 5YR8/4 mottles >35%; rocks subangular mixed + ironstone to 2cm <1-2%.  
50-60cm  Hard-set, highly mottled, with a calcrete matrix. 5YR7/6/(6/6); high silt (>fine sand) to 80-90% + clay >20(-35)%; polyhedral white 5YR8/4 mottles >35%; rocks subangular mixed + ironstone to 2cm <1-2%. 
60-70cm  Limit of sampling due to ongoing solid calcrete. Pallid orange-pink, 5YR7/6/(6/6); more gritty and less clay than 50-60cm; aggregates granular, crumbling to clumps; some polyhedral white mottles <35%; rocks mixed + ironstone ~0.3cm <1%;  

",9,"11",NA,"H",NA,NA,"V","NC","NC","NC","NC","NC",NA,"11","WAA050750"
"2732","WAANOK0007-58762","WAANOK0007",58762,0,0.1,"A1","LC","n/a","n/a","5Y 2.5/1","10YR 2/1","n/a","0","n/a","0","n/a","n/a","n/a","Pit in SE corner. Patchy site with recent fire disturbance. Near forest and spring. No BD taken too hard.High level of aggregation. However, exposure not fresh and therefore unreliable (pedality post drying)",32,NA,NA,"N",0.164,8,"NC","NC","NC","NC","NC","NC",NA,NA,"WAA052891"
"2733","WAANOK0007-58762","WAANOK0007",58762,0.1,0.2,"A1","LC","n/a","n/a","5Y 2.5/1","2.5Y 2.5/1","n/a","0","n/a","0","n/a","n/a","n/a","Pit in SE corner. Patchy site with recent fire disturbance. Near forest and spring. No BD taken too hard.High level of aggregation. However, exposure not fresh and therefore unreliable (pedality post drying)",32,NA,NA,"N",0.154,8.3,"NC","NC","NC","NC","NC","NC",NA,NA,"WAA052892"
"2734","WAANOK0007-58762","WAANOK0007",58762,0.2,0.4,"A1","MC","n/a","n/a","5Y 2.5/1","2.5Y 2.5/1","n/a","0","n/a","0","n/a","n/a","n/a","Pit in SE corner. Patchy site with recent fire disturbance. Near forest and spring. No BD taken too hard.High level of aggregation. However, exposure not fresh and therefore unreliable (pedality post drying)",32,NA,NA,"M",0.215,9.2,"NC","NC","NC","NC","NC","NC",NA,NA,"WAA052893"
"2735","WAANOK0007-58762","WAANOK0007",58762,0.4,0.5,"A1","MC","n/a","n/a","5Y 2.5/1","2.5Y 3/1","n/a","0","n/a","0","n/a","n/a","n/a","Pit in SE corner. Patchy site with recent fire disturbance. Near forest and spring. No BD taken too hard.High level of aggregation. However, exposure not fresh and therefore unreliable (pedality post drying)",32,NA,NA,"M",0.302,8.9,"NC","NC","NC","NC","NC","NC",NA,NA,"WAA052894"
"2736","WAANOK0007-58762","WAANOK0007",58762,0.6,0.8,"B1","MHC","n/a","n/a","5Y 5/3","2.5Y 4/2","n/a","0","n/a","0","n/a","n/a","n/a","Pit in SE corner. Patchy site with recent fire disturbance. Near forest and spring. No BD taken too hard.High level of aggregation. However, exposure not fresh and therefore unreliable (pedality post drying)",32,NA,NA,"M",0.111,8.6,"NC","NC","NC","NC","NC","NC",NA,NA,"WAA052896"
"2737","WAANOK0007-58762","WAANOK0007",58762,0.8,1,"B1","MHC","n/a","n/a","5Y 5/4","2.5Y 5/4","n/a","0","n/a","0","n/a","n/a","n/a","Pit in SE corner. Patchy site with recent fire disturbance. Near forest and spring. No BD taken too hard.High level of aggregation. However, exposure not fresh and therefore unreliable (pedality post drying)",32,NA,NA,"S",0.056,8.2,"NC","NC","NC","NC","NC","NC",NA,NA,"WAA052897"
"2738","WAANOK0007-58762","WAANOK0007",58762,0.5,0.6,"A2","MC","n/a","n/a","5Y 2.5/1","2.5Y 3/1","n/a","0","n/a","0","n/a","n/a","n/a","Pit in SE corner. Patchy site with recent fire disturbance. Near forest and spring. No BD taken too hard.High level of aggregation. However, exposure not fresh and therefore unreliable (pedality post drying)",32,NA,NA,"M",0.169,8.9,"NC","NC","NC","NC","NC","NC",NA,NA,"WAA052895"
